rank,asset,weight,1d_weight,4h_weight,1h_weight,15m_weight,1m_weight
255,AGLD,0.00039297718101340227,0.0013423870245920094,0,0.0006224988804750018,0,0
256,ASR,0.0003855912670020966,0.0019279563350104829,0,0,0,0
257,VANA,0.0003848509279488338,0,0,0.001097810415900224,0.000826444223843945,0
258,ALPINE,0.0003817693525286527,0.0018026275464215968,0,0,0,0.00010621921622166668
259,ZRO,0.00037294316494839233,0,0,0.0018647158247419617,0,0
260,ARPA,0.0003686471397392559,0.0013593419945570563,0.00016204319371338895,0,0.0000981383339455401,0.00022371217648029442
261,4,0.00036562905196912363,0,0,0.001828145259845618,0,0
262,DGB,0.0003644241146258083,0.0008200414245913356,0.00009577584923827929,0.0001138425973979048,0.00042369605089924125,0.0003687646510022804
263,MET,0.0003596846563499096,0,0,0,0.0012889322821556636,0.0005094909995938845
264,PIVX,0.0003586353574250513,0.0008624544757328472,0.00018643669381128398,0.00029748884803673073,0.00021103915151493504,0.00023575761802945944
265,DCR,0.00035742711830960143,0.001118508993639039,0.00018198179293174823,0.0002497155711635817,0,0.0002369292338136382
266,BEL,0.00035107912715098393,0,0.0006575224023007524,0.0007386448477297089,0.00035922838572445835,0
267,DOOD,0.0003463830439564648,0,0,0,0.001731915219782324,0
268,PHA,0.0003318402143195019,0,0,0.00047565392593938076,0.0006364113854328181,0.0005471357602253106
269,BICO,0.0003272489260156355,0.001063848599340732,0.0005723960307374455,0,0,0
270,FLOCK,0.00032490663457507827,0,0,0,0.0016245331728753914,0
271,ONDS,0.00032014996281359907,0,0,0,0,0.0016007498140679951
272,CSCO,0.0003199241217139449,0,0.0004952849197879608,0.000455878465142518,0,0.0006484572236392459
273,ONT,0.00031840665597419545,0.0015920332798709772,0,0,0,0
274,TUT,0.00030803229702666625,0,0,0.00046934148885585176,0.0007464347528630295,0.0003243852434144499
275,YB,0.00030280894765807214,0,0,0.0003270118600868488,0.00109039615436275,0.00009663672384076183
276,MANTA,0.0002971150748879971,0,0.0006248561268547769,0.00045044152776072173,0.00023892400079027044,0.00017135371903421616
277,G,0.0002888113346222162,0.0010055206214347708,0.0002965157610091794,0,0,0.00014202029066713066
278,KOMA,0.00028063877747591995,0,0.0008591827566361753,0,0,0.0005440111307434244
279,SNXX,0.00027191321432300377,0,0,0,0,0.0013595660716150188
280,OSMO,0.0002596303080308722,0.0007984437121222002,0.0004240465736601714,0,0,0.00007566125437198935
281,ENSO,0.00025446271127649853,0,0,0.0006103178798040735,0.00032575937263914725,0.0003362363039392716
282,JASMY,0.00025442028945442364,0,0,0.0006616834289158145,0.0006104180183563037,0
283,HEMI,0.00025069449279544414,0,0,0,0,0.0012534724639772206
284,ROBO,0.00024213353402434244,0,0,0.0005568576045587667,0.0004763697094223199,0.00017744035614062565
285,GOOGL,0.00023851678863961689,0,0,0.00025960568381320484,0.0009329782593848795,0
286,BAR,0.00023785342860081803,0,0,0.0004714942919489862,0.00047479848742734373,0.00024297436362776014
287,GLMR,0.00023529499149326907,0,0,0.00040785217910601154,0.0002834836295963038,0.00048513914876403
288,YGG,0.00022913440614203838,0,0,0,0.001145672030710192,0
289,BRKB,0.00022313773603400018,0,0.00040393007475893834,0.0005568852604545269,0,0.00015487334495653556
290,WIN,0.00021370811094305399,0.0007846979880320866,0,0.00009755308149003875,0.00010013180198907612,0.00008615768320406844
291,SOLV,0.00021081362566821292,0,0,0.0001864382294617369,0.0008676298988793276,0
292,ACU,0.00020926010006319068,0,0,0.0006417624962120708,0.00040453800410388246,0
293,OGN,0.00020623316304772463,0,0,0.001031165815238623,0,0
