rank,asset,weight,1d_weight,4h_weight,1h_weight,15m_weight,1m_weight
294,ENS,0.00020239765563436187,0,0,0,0.0010119882781718093,0
295,SAGA,0.0002013489964374391,0,0,0,0.0010067449821871955,0
296,MBL,0.00019904121271709452,0,0,0.0004487229545332233,0.0002912311697163378,0.0002552519393359115
297,ZIL,0.00019481477061245706,0,0,0,0.0009740738530622853,0
298,RIVN,0.00019316290498299886,0,0,0.0003920265692209298,0,0.0005737879556940644
299,KAT,0.00019142425793348147,0,0,0.0008153047563894465,0,0.00014181653327796087
300,NOM,0.00018615533532845668,0,0,0,0.0004443572563444351,0.0004864194202978482
301,PLUME,0.00018554229184890298,0,0,0,0.0009277114592445148,0
302,PAYP,0.00018529386124078415,0,0.0005083368254860514,0.0004181324807178693,0,0
303,INX,0.0001819650119734101,0,0,0,0,0.0009098250598670505
304,LSK,0.00017729978066734675,0.0008864989033367336,0,0,0,0
305,TOSHI,0.00017554479981058703,0,0,0.0008777239990529351,0,0
306,BSP,0.00016538244239769877,0,0,0.00039024717435825557,0.000214827647105377,0.0002218373905248612
307,WEN,0.0001634703838831226,0,0,0,0.0003991489164054953,0.0004182030030101175
308,REQ,0.00016175902190313982,0.0004869415574368657,0.00010741505867132496,0,0.00018539063489055247,0.000029047858516955963
309,NXPC,0.0001595222964715159,0,0,0,0,0.0007976114823575795
310,RAY,0.00015893020137696192,0,0,0,0,0.0007946510068848095
311,AMP,0.0001582736470177212,0,0,0.00046884396405080494,0.00032252427103780107,0
312,HPE,0.00015681535481517825,0,0,0,0,0.0007840767740758913
313,ACX,0.00015524864693486972,0.0007298888443792584,0,0,0.000046354390295090176,0
314,MUBARAK,0.00015320469829150366,0,0,0.0007660234914575182,0,0
315,我踏马来了,0.000152221321480456,0,0,0,0,0.00076110660740228
316,CATI,0.0001508359048369343,0,0.0003713114480241382,0.0003392876910449224,0,0.00004358038511561081
317,CITY,0.0001499235297394618,0,0.00040008022086649656,0,0,0.0003495374278308123
318,CTR,0.00014704139229915517,0,0,0,0.00044957706073790217,0.0002856299007578736
319,BTR,0.00014676322920204783,0,0,0.0007338161460102391,0,0
320,AT,0.00013671124942835598,0,0.0003241326986374471,0.0002876436751477045,0,0.00007177987335662825
321,IRYS,0.00013640790393935044,0,0,0,0,0.0006820395196967522
322,NOK,0.00013165586125328372,0,0,0,0.00013781669377414333,0.0005204626124922753
323,NEXO,0.00012879449680911834,0,0,0,0,0.0006439724840455916
324,PYTH,0.00012855068346931362,0,0,0,0,0.0006427534173465681
325,WMT,0.0001276176013130446,0,0,0,0.0002911864424901521,0.00034690156407507104
326,AI,0.00012738418235323486,0,0,0.0003412128427813747,0.000197070882399735,0.00009863718658506458
327,EGLD,0.00012334778409887797,0,0,0.0006167389204943898,0,0
328,HD,0.00012050454726064833,0,0.00035927424879790413,0,0,0.00024324848750533753
329,TURTLE,0.00011427759494585973,0,0,0,0.000427441159401909,0.00014394681532738958
330,ESP,0.000108746526056788,0,0,0.0003806829660922712,0.00016304966419166872,0
331,ZK,0.00010409650995150385,0,0,0,0,0.0005204825497575192
332,BABA,0.0000990974180804467,0,0,0,0.00046560190928252596,0.000029885181119707546
333,IOTA,0.00009515097376134401,0,0,0,0,0.00047575486880672003
334,V,0.00009296342892358457,0,0.00027437485735678347,0,0,0.00019044228726113933
335,GLW,0.00008826850381221592,0,0,0,0,0.0004413425190610796
336,AUCTION,0.00008707195223590899,0,0,0.00018908388707951221,0.0002462758741000327,0
337,USTC,0.00008413090695479251,0,0.0003337813624634437,0,0,0.00008687317231051889
338,HK1810,0.00008322277887954361,0,0,0,0,0.000416113894397718
339,LLY,0.00008246268007266886,0,0,0,0,0.00041231340036334424
340,KGST,0.0000822198515273291,0,0.00006868136481056973,0.00034241789282607574,0,0
341,HYPER,0.00008166038928779722,0,0,0,0.00040830194643898607,0
342,RPL,0.00007971487988409315,0,0.00011395973547712974,0,0.0001902355931108751,0.00009437907083246085
343,FOGO,0.00007712992064488325,0,0.00038564960322441617,0,0,0
344,DKNG,0.0000769845935528808,0,0,0,0.000384922967764404,0
345,A,0.00007674295572782067,0,0,0.00038371477863910334,0,0
346,MELANIA,0.00007615101687763943,0,0,0,0,0.00038075508438819715
347,BANANA,0.0000754844628563842,0,0,0.00037742231428192094,0,0
348,JPM,0.00007540951112161008,0,0.0003770475556080504,0,0,0
349,GEV,0.00007460742765219356,0,0,0,0.0003730371382609678,0
350,AUDIO,0.00007448437232795056,0,0,0.00037242186163975277,0,0
351,JUV,0.00007395040235596805,0,0,0,0.00021208470848799353,0.0001576673032918467
352,FLUID,0.00007186757007795126,0,0,0,0,0.00035933785038975627
353,SONY,0.00006435882867192449,0,0,0.00018462770384748036,0.0001371664395121421,0
354,WAL,0.00006421340567173763,0,0,0,0.0002507448799989302,0.00007032214835975801
355,IWM,0.00006367191563774688,0,0,0,0.0003183595781887344,0
356,SOFI,0.00006227887396275351,0,0,0,0,0.00031139436981376755
357,BTTC,0.00006216314721846247,0,0,0.00013882221215358965,0.000104814338429393,0.0000671791855093297
358,CRWD,0.00006170594176895833,0,0,0,0,0.0003085297088447916
359,POLYX,0.00006067318548316647,0,0,0,0.00030336592741583233,0
360,MOVE,0.00005999935918113409,0,0,0,0.00029999679590567044,0
361,REZ,0.000058241074172875226,0,0,0,0,0.0002912053708643761
362,TFUEL,0.00005816243823999985,0,0,0.0000978451236425371,0,0.00019296706755746212
363,HOT,0.00005774710031410109,0,0,0.00025515830861556394,0,0.00003357719295494146
364,ALICE,0.000056873128684917766,0,0,0,0,0.0002843656434245888
365,BNC,0.00005637194649959046,0,0,0,0,0.0002818597324979523
366,OPEN,0.000056224455525246256,0,0,0,0,0.00028112227762623127
367,QUICK,0.000054933633359921974,0,0.00018556113249420337,0.00005441879762030953,0.00003468823668509695,0
368,KAVA,0.000054255941657249654,0,0,0,0.00027127970828624826,0
369,EBAY,0.000053849927676116384,0,0,0,0.0002692496383805819,0
370,ACM,0.00005217347853666387,0,0,0,0.00017697760457702417,0.00008388978810629517
371,CGPT,0.00005213906246708259,0,0,0,0.00026069531233541293,0
372,YFI,0.00005189123245103189,0,0,0,0,0.0002594561622551594
373,DIS,0.000049468684664660566,0,0.0002473434233233028,0,0,0
374,ZM,0.0000488578759114131,0,0,0,0,0.0002442893795570655
375,NVO,0.00004829088844160372,0,0,0,0,0.0002414544422080186
376,ACH,0.00004655001098579698,0,0,0,0,0.0002327500549289849
377,ANKR,0.000046457566181434336,0,0,0.00023228783090717167,0,0
378,QI,0.00004531083787661676,0,0,0.00012144899771077068,0.00010510519167231312,0
379,CTSI,0.000045235590777204436,0,0,0,0.00021131447459299816,0.000014863479293023996
380,DIA,0.00004390892289003303,0,0,0,0,0.00021954461445016513
381,UBER,0.000042709015205395,0,0,0,0,0.000213545076026975
382,EWZ,0.000042403303471492944,0,0,0.00021201651735746471,0,0
383,MINA,0.00004201007504327357,0,0,0,0.00021005037521636783,0
384,2Z,0.0000398788784581127,0,0,0.00019939439229056349,0,0
385,CIEN,0.000038224279933806975,0,0,0,0,0.00019112139966903486
386,FTT,0.00003787134541813108,0,0,0.00018935672709065538,0,0
387,RAD,0.000037092928979118996,0,0,0,0.00011062716246065647,0.00007483748243493849
388,SCRT,0.00003663579570545123,0,0,0,0.00018317897852725614,0
389,TKO,0.0000364902688310609,0,0,0,0.00012675200993313179,0.00005569933422217269
390,AXL,0.00003620135156748839,0,0,0,0,0.00018100675783744196
391,MAV,0.00003585747134619905,0,0,0.00017928735673099523,0,0
392,LISTA,0.00003580274877084428,0,0,0,0.00017901374385422138,0
393,SATS,0.0000313024645988289,0,0,0,0,0.0001565123229941445
394,ETHW,0.00003112175491828507,0,0,0,0,0.00015560877459142535
395,FRAX,0.00003004096168277631,0,0,0.00015020480841388155,0,0
396,RARE,0.00002961475718387043,0,0,0,0.00014807378591935214,0
397,SNOW,0.00002946026141337979,0,0,0,0,0.00014730130706689894
398,INIT,0.000029412739315851492,0,0,0,0.00014706369657925745,0
399,VTHO,0.000027964228853416464,0,0,0,0,0.00013982114426708232
400,ZKP,0.00002736868003504947,0,0,0,0,0.00013684340017524734
401,SOMI,0.000026630978206010874,0,0,0,0,0.00013315489103005437
402,HFT,0.000026064836532495292,0,0,0.00013032418266247645,0,0
403,GTC,0.000025487113885800213,0,0,0,0.00012743556942900106,0
404,RKLB,0.000025051457301724447,0,0,0,0.00012525728650862223,0
405,GNO,0.000024888600910982828,0,0,0.00012444300455491413,0,0
406,MOCA,0.000024817492552160343,0,0,0,0,0.0001240874627608017
407,CYBER,0.000023791674802717803,0,0,0,0,0.00011895837401358902
408,KERNEL,0.00002291204469444568,0,0,0,0,0.0001145602234722284
409,ORCL,0.000022669776853912642,0,0,0,0,0.00011334888426956321
410,GNS,0.00002250988144704289,0,0,0.0000504994448691151,0.00006204996236609933,0
411,QKC,0.000021968610985013746,0,0.00008511741426996061,0,0,0.00002472564065510811
412,JOE,0.000021197630157559225,0,0,0,0,0.00010598815078779611
413,MSFT,0.000020955775173391044,0,0,0,0,0.00010477887586695521
414,COMP,0.000019848299884683177,0,0,0,0,0.00009924149942341588
415,KSM,0.00001644186494036504,0,0,0,0,0.00008220932470182519
416,CAT,0.000016076470981068104,0,0,0,0.00006661028356555991,0.00001377207133978061
417,COOKIE,0.000014812450321244857,0,0,0,0.00007406225160622428,0
418,PIXEL,0.000014005486192676367,0,0,0,0,0.00007002743096338183
419,XVS,0.000013134371143782345,0,0,0,0.00006567185571891172,0
420,KNC,0.00001306063388645308,0,0,0.0000653031694322654,0,0
421,GAS,0.000011136531463689153,0,0,0,0,0.00005568265731844576
422,AVGO,0.000010738679153567682,0,0,0,0,0.000053693395767838405
423,SC,0.000010621422619083825,0,0,0,0.00005310711309541912,0
424,SOPH,0.00001000192049012017,0,0,0,0,0.00005000960245060084
425,MVLL,0.00000976923156249507,0,0,0,0,0.000048846157812475354
426,ILV,0.000009339370897331231,0,0,0,0,0.00004669685448665615
427,ICX,0.000009017175954555408,0,0,0,0,0.00004508587977277704
428,DOLO,0.000008077752274336238,0,0,0,0,0.00004038876137168119
429,ARK,0.000007153097030708913,0,0,0,0,0.00003576548515354456
430,METIS,0.000006416345212857466,0,0,0,0,0.00003208172606428733
431,IOTX,0.000006184511824405422,0,0,0,0,0.000030922559122027106
432,ARM,0.000005630470596688026,0,0,0,0,0.000028152352983440126
433,UMA,0.000004457413814538067,0,0,0,0,0.000022287069072690335
434,WAXP,0.000004441863450541175,0,0,0,0,0.000022209317252705877
435,IQ,0.000004402964236276342,0,0,0,0.00002201482118138171,0
436,MTL,0.0000019036485882934357,0,0,0,0,0.000009518242941467178
437,QNTB,0.0000015439843172971448,0,0,0,0,0.000007719921586485724
